ticket_id,title,description,category,priority,resolution_hint,language,source,title_clean,description_clean,text
TRX-1256,Mot de passe SSO expiré Depuis la dernière mise à jour Windows.,"Impossible de se connecter, MDP expiré. Aucun changement matériel de mon côté.",account,high,Reset via self-service ou agent identité.,fr,synthetic_tritux_v1,mot de passe sso expiré depuis la dernière mise à jour windows.,impossible de se connecter mdp expiré. aucun changement matériel de mon côté.,mot de passe sso expiré depuis la dernière mise à jour windows. impossible de se connecter mdp expiré. aucun changement matériel de mon côté.
TRX-1317,Mails n'arrivent plus en réception En télétravail uniquement.,"Boîte vide depuis hier, envoi OK. Sur site le problème n'apparaît pas.",email,high,"Règles Outlook, quarantaine, MX.",fr,synthetic_tritux_v1,mails n arrivent plus en réception en télétravail uniquement.,boîte vide depuis hier envoi ok. sur site le problème n apparaît pas.,mails n arrivent plus en réception en télétravail uniquement. boîte vide depuis hier envoi ok. sur site le problème n apparaît pas.
TRX-1001,Impossible de se connecter au VPN Merci de traiter rapidement.,Erreur 'connexion VPN échouée' depuis le télétravail. Client OpenVPN à jour. Impact sur mon activité quotidienne.,network,high,"Vérifier certificat VPN, DNS et firewall.",fr,synthetic_tritux_v1,impossible de se connecter au vpn merci de traiter rapidement.,erreur connexion vpn échouée depuis le télétravail. client openvpn à jour. impact sur mon activité quotidienne.,impossible de se connecter au vpn merci de traiter rapidement. erreur connexion vpn échouée depuis le télétravail. client openvpn à jour. impact sur mon activité quotidienne.
TRX-1362,Distribution list non à jour Urgent pour une livraison client.,Liste all-staff contient anciens employés. Deadline aujourd'hui 17h.,email,low,Sync HR + nettoyage DL.,fr,synthetic_tritux_v1,distribution list non à jour urgent pour une livraison client.,liste all-staff contient anciens employés. deadline aujourd hui 17h.,distribution list non à jour urgent pour une livraison client. liste all-staff contient anciens employés. deadline aujourd hui 17h.
TRX-1080,Demande de droits admin local Urgent pour une livraison client.,"Besoin d'installer un outil, UAC bloque l'installation. Deadline aujourd'hui 17h.",security,medium,"Évaluer besoin, déploiement via Intune si validé.",fr,synthetic_tritux_v1,demande de droits admin local urgent pour une livraison client.,besoin d installer un outil uac bloque l installation. deadline aujourd hui 17h.,demande de droits admin local urgent pour une livraison client. besoin d installer un outil uac bloque l installation. deadline aujourd hui 17h.
TRX-1222,Imprimante bureau n'imprime pas,"Travaux en file d'attente, status offline.",hardware,medium,"Redémarrer spooler, vérifier IP imprimante.",fr,synthetic_tritux_v1,imprimante bureau n imprime pas,travaux en file d attente status offline.,imprimante bureau n imprime pas travaux en file d attente status offline.
TRX-1430,Alerte connexion RDP inhabituelle,Tentative RDP hors heures.,security,urgent,"Bloquer IP, audit compte.",fr,synthetic_tritux_v1,alerte connexion rdp inhabituelle,tentative rdp hors heures.,alerte connexion rdp inhabituelle tentative rdp hors heures.
TRX-1440,Mailing list projet à créer,Créer liste projet-nova@tritux.com. Occurrence #3.,email,low,Créer DL Exchange.,fr,synthetic_tritux_v1,mailing list projet à créer,créer liste occurrence 3.,mailing list projet à créer créer liste occurrence 3.
TRX-1401,Suggestion amélioration helpdesk En télétravail uniquement.,Ajouter FAQ visible avant ticket. Sur site le problème n'apparaît pas.,other,low,Remonter product owner.,fr,synthetic_tritux_v1,suggestion amélioration helpdesk en télétravail uniquement.,ajouter faq visible avant ticket. sur site le problème n apparaît pas.,suggestion amélioration helpdesk en télétravail uniquement. ajouter faq visible avant ticket. sur site le problème n apparaît pas.
TRX-1354,Règle de redirection suspecte,Mails forward auto vers externe.,email,urgent,"Supprimer règle, reset MDP, audit.",fr,synthetic_tritux_v1,règle de redirection suspecte,mails forward auto vers externe.,règle de redirection suspecte mails forward auto vers externe.
TRX-1384,Demande inventaire matériel,Liste des assets de mon département.,other,low,Extraire depuis CMDB / Intune.,fr,synthetic_tritux_v1,demande inventaire matériel,liste des assets de mon département.,demande inventaire matériel liste des assets de mon département.
TRX-1058,Perte de connexion après veille Depuis la dernière mise à jour Windows.,"Après sleep Windows, plus de réseau jusqu'au reboot. Aucun changement matériel de mon côté.",network,medium,"Mettre à jour pilote NIC, désactiver energy saving.",fr,synthetic_tritux_v1,perte de connexion après veille depuis la dernière mise à jour windows.,après sleep windows plus de réseau jusqu au reboot. aucun changement matériel de mon côté.,perte de connexion après veille depuis la dernière mise à jour windows. après sleep windows plus de réseau jusqu au reboot. aucun changement matériel de mon côté.
TRX-1005,Impossible de se connecter au VPN En télétravail uniquement.,Erreur 'connexion VPN échouée' depuis le télétravail. Client OpenVPN à jour. Sur site le problème n'apparaît pas.,network,high,"Vérifier certificat VPN, DNS et firewall.",fr,synthetic_tritux_v1,impossible de se connecter au vpn en télétravail uniquement.,erreur connexion vpn échouée depuis le télétravail. client openvpn à jour. sur site le problème n apparaît pas.,impossible de se connecter au vpn en télétravail uniquement. erreur connexion vpn échouée depuis le télétravail. client openvpn à jour. sur site le problème n apparaît pas.
TRX-1283,Désactivation compte collaborateur sorti Merci de traiter rapidement.,Offboarding: désactiver compte demain 18h. Impact sur mon activité quotidienne.,account,high,Checklist offboarding AD/M365.,fr,synthetic_tritux_v1,désactivation compte collaborateur sorti merci de traiter rapidement.,offboarding désactiver compte demain 18h. impact sur mon activité quotidienne.,désactivation compte collaborateur sorti merci de traiter rapidement. offboarding désactiver compte demain 18h. impact sur mon activité quotidienne.
TRX-1128,Excel plante à l'ouverture d'un fichier Urgent pour une livraison client.,Fichier macro .xlsm provoque un crash Excel. Deadline aujourd'hui 17h.,software,medium,"Ouvrir sans macro, réparer fichier, MAJ Office.",fr,synthetic_tritux_v1,excel plante à l ouverture d un fichier urgent pour une livraison client.,fichier macro .xlsm provoque un crash excel. deadline aujourd hui 17h.,excel plante à l ouverture d un fichier urgent pour une livraison client. fichier macro .xlsm provoque un crash excel. deadline aujourd hui 17h.
TRX-1270,Droits accès SharePoint manquants,Pas d'accès au site projet Alpha.,account,medium,Ajouter au groupe Azure AD du site.,fr,synthetic_tritux_v1,droits accès sharepoint manquants,pas d accès au site projet alpha.,droits accès sharepoint manquants pas d accès au site projet alpha.
TRX-1239,Ventilateur très bruyant En télétravail uniquement.,PC surchauffe et throttle en réunion. Sur site le problème n'apparaît pas.,hardware,medium,"Nettoyage poussière, paste thermique.",fr,synthetic_tritux_v1,ventilateur très bruyant en télétravail uniquement.,pc surchauffe et throttle en réunion. sur site le problème n apparaît pas.,ventilateur très bruyant en télétravail uniquement. pc surchauffe et throttle en réunion. sur site le problème n apparaît pas.
TRX-1195,Écran secondaire scintille Problème reproduit sur 2 postes.,Moniteur HDMI scintille via dock USB-C. Captures d'écran disponibles.,hardware,low,"Tester câble, port, MAJ GPU.",fr,synthetic_tritux_v1,écran secondaire scintille problème reproduit sur 2 postes.,moniteur hdmi scintille via dock usb-c. captures d écran disponibles.,écran secondaire scintille problème reproduit sur 2 postes. moniteur hdmi scintille via dock usb-c. captures d écran disponibles.
TRX-1197,Écran secondaire scintille En télétravail uniquement.,Moniteur HDMI scintille via dock USB-C. Sur site le problème n'apparaît pas.,hardware,low,"Tester câble, port, MAJ GPU.",fr,synthetic_tritux_v1,écran secondaire scintille en télétravail uniquement.,moniteur hdmi scintille via dock usb-c. sur site le problème n apparaît pas.,écran secondaire scintille en télétravail uniquement. moniteur hdmi scintille via dock usb-c. sur site le problème n apparaît pas.
TRX-1032,Latence élevée sur Teams Urgent pour une livraison client.,Appels Teams avec décalage audio important. Deadline aujourd'hui 17h.,network,medium,"Tester bande passante, QoS, fermer VPN split tunnel.",fr,synthetic_tritux_v1,latence élevée sur teams urgent pour une livraison client.,appels teams avec décalage audio important. deadline aujourd hui 17h.,latence élevée sur teams urgent pour une livraison client. appels teams avec décalage audio important. deadline aujourd hui 17h.
TRX-1402,Reset mot de passe oublié,J'ai oublié mon mot de passe Windows et Office.,account,high,Self-service reset SSO.,fr,synthetic_tritux_v1,reset mot de passe oublié,j ai oublié mon mot de passe windows et office.,reset mot de passe oublié j ai oublié mon mot de passe windows et office.
TRX-1404,Reset mot de passe oublié,J'ai oublié mon mot de passe Windows et Office. Occurrence #3.,account,high,Self-service reset SSO.,fr,synthetic_tritux_v1,reset mot de passe oublié,j ai oublié mon mot de passe windows et office. occurrence 3.,reset mot de passe oublié j ai oublié mon mot de passe windows et office. occurrence 3.
TRX-1078,Demande de droits admin local,"Besoin d'installer un outil, UAC bloque l'installation.",security,medium,"Évaluer besoin, déploiement via Intune si validé.",fr,synthetic_tritux_v1,demande de droits admin local,besoin d installer un outil uac bloque l installation.,demande de droits admin local besoin d installer un outil uac bloque l installation.
TRX-1056,Perte de connexion après veille Urgent pour une livraison client.,"Après sleep Windows, plus de réseau jusqu'au reboot. Deadline aujourd'hui 17h.",network,medium,"Mettre à jour pilote NIC, désactiver energy saving.",fr,synthetic_tritux_v1,perte de connexion après veille urgent pour une livraison client.,après sleep windows plus de réseau jusqu au reboot. deadline aujourd hui 17h.,perte de connexion après veille urgent pour une livraison client. après sleep windows plus de réseau jusqu au reboot. deadline aujourd hui 17h.
TRX-1024,Impossible d'accéder au partage réseau,"\\tritux-fs01\projets inaccessible, erreur d'accès refusé.",network,medium,Vérifier droits SMB et VPN si hors site.,fr,synthetic_tritux_v1,impossible d accéder au partage réseau,tritux-fs01 projets inaccessible erreur d accès refusé.,impossible d accéder au partage réseau tritux-fs01 projets inaccessible erreur d accès refusé.
TRX-1046,Câble RJ45 défectueux poste finance Depuis la dernière mise à jour Windows.,"Lien ethernet down, LED orange éteinte. Aucun changement matériel de mon côté.",network,low,Remplacer câble et tester port switch.,fr,synthetic_tritux_v1,câble rj45 défectueux poste finance depuis la dernière mise à jour windows.,lien ethernet down led orange éteinte. aucun changement matériel de mon côté.,câble rj45 défectueux poste finance depuis la dernière mise à jour windows. lien ethernet down led orange éteinte. aucun changement matériel de mon côté.
TRX-1252,Mot de passe SSO expiré,"Impossible de se connecter, MDP expiré.",account,high,Reset via self-service ou agent identité.,fr,synthetic_tritux_v1,mot de passe sso expiré,impossible de se connecter mdp expiré.,mot de passe sso expiré impossible de se connecter mdp expiré.
TRX-1260,Compte verrouillé après tentatives Urgent pour une livraison client.,"Trop d'échecs de connexion, compte lock. Deadline aujourd'hui 17h.",account,high,Unlock Active Directory / Azure AD.,fr,synthetic_tritux_v1,compte verrouillé après tentatives urgent pour une livraison client.,trop d échecs de connexion compte lock. deadline aujourd hui 17h.,compte verrouillé après tentatives urgent pour une livraison client. trop d échecs de connexion compte lock. deadline aujourd hui 17h.
